lineid,pointid,theOrder,dist,row,newid,591demorigi,xcoord,ycoord
"3","5083",0.7403729731,0.9313177785,"44","430",763.0339965800,348065,7396955
"3","531",0.7402160479,0.3651180238,"5","429",739.5980224600,345385,7398345
"3","4460",0.7395391925,2.4401658878,"39","428",755.4660034200,347815,7397415
"3","1197",0.7354251421,0.7217610752,"12","427",742.5380249000,346045,7398065
"3","4250",0.7325633633,1.8833165602,"37","426",752.1329956100,347615,7397635
"3","3743",0.7324975304,0.0388206071,"32","425",754.1320190400,347405,7397855
"3","725",0.7276778997,0.0465781692,"7","424",742.7910156200,345655,7398185
"3","3141",0.7269593575,0.4109382302,"29","423",749.2299804700,347255,7397985
"3","2326",0.7477498151,1.0893283414,"21","438",746.0150146500,346705,7398075
"3","774",0.7450431483,1.7856973673,"8","437",742.0780029300,345735,7398165
"3","269",0.7442765016,0.8250912215,"2","436",737.5549926800,345055,7398525
"3","1134",0.7438304317,0.1116578973,"11","435",741.9550170900,345905,7398115
"3","6085",0.7426963225,0.0961364032,"50","434",764.8850097700,348275,7396545
"3","6133",0.7425770262,0.1063866948,"51","433",766.4219970700,348395,7396295
"3","1389",0.7421517328,0.2449429502,"14","432",744.2719726600,346275,7398055
"3","2773",0.7414438773,0.5589848488,"25","431",749.3259887700,346985,7398065
"3","3142",0.7625988745,1.9834206915,"29","446",748.7160034200,347245,7397985
"3","4462",0.7617699490,0.6146359502,"39","445",758.3610229500,347815,7397425
"3","533",0.7576646644,0.7002132126,"5","444",739.5549926800,345375,7398345
"3","5086",0.7559773820,0.1668429558,"44","443",759.9130249000,348065,7396965
"3","3745",0.7557649946,1.1598368774,"32","442",753.3079834000,347395,7397855
"3","4252",0.7533375390,0.9824554160,"37","441",756.6970214800,347615,7397645
"3","2945",0.7479485662,0.1871632376,"27","440",752.6840210000,347125,7398025
"3","4758",0.7478026609,2.0075049069,"42","439",758.3829956100,347935,7397215
"3","532",0.7781124084,0.8748563936,"5","454",743.4390258800,345375,7398355
"3","2325",0.7773127875,1.3219354381,"21","453",749.6560058600,346695,7398075
"3","4254",0.7720271676,1.8892124681,"37","452",752.3670043900,347605,7397645
"3","5088",0.7711617605,0.0472585433,"44","451",762.4990234400,348065,7396975
"3","1814",0.7710334869,0.3787986946,"18","450",744.7670288100,346505,7398045
"3","274",0.7709767129,1.8971580102,"2","449",741.4439697300,345045,7398525
"3","1196",0.7699756973,2.4363111011,"12","448",746.6989746100,346035,7398065
"3","6086",0.7637636198,0.5963436085,"50","447",762.5130004900,348275,7396555
"3","268",0.6889575875,0.7306389093,"2","398",741.6760253900,345075,7398525
"3","5075",0.6888806018,0.0516073127,"44","397",762.7459716800,348075,7396935
"3","525",0.6886828805,1.2317238298,"5","396",740.6220092800,345405,7398335
"3","6078",0.6804584232,0.2608196342,"50","395",762.3530273400,348285,7396525
"3","1130",0.6800196063,1.7636933224,"11","394",742.9959716800,345915,7398115
"3","4454",0.6799881819,0.4671226362,"39","393",754.8969726600,347825,7397405
"3","3739",0.6795605560,0.2862163026,"32","392",750.3870239300,347405,7397835
"3","6134",0.6786884524,4.3228362484,"51","391",765.7719726600,348405,7396295
"3","772",0.7026374616,0.6918462760,"8","406",741.5659790000,345745,7398165
"3","1195",0.6971735574,0.5656977827,"12","405",743.4569702100,346055,7398065
"3","1381",0.6927139796,0.2923739028,"14","404",744.8189697300,346285,7398055
"3","4246",0.6919406888,0.0049712787,"37","403",753.3920288100,347625,7397625
"3","2322",0.6912733221,0.3136967396,"21","402",748.5479736300,346725,7398075
"3","2765",0.6902935385,0.8842994633,"25","401",747.7290039100,346995,7398065
"3","4757",0.6901245708,0.0779989997,"42","400",756.3300170900,347945,7397205
"3","3134",0.6892127481,1.2829137336,"29","399",750.2659912100,347265,7397985
"3","270",0.7160117117,0.5933791500,"2","414",740.7260131800,345065,7398525
"3","1773",0.7153963256,0.3036626499,"17","413",744.2689819300,346425,7398045
"3","4458",0.7135786949,0.6142937724,"39","412",759.0170288100,347825,7397415
"3","4245",0.7132987624,0.7070967039,"37","411",756.8179931600,347625,7397635
"3","524",0.7061360505,0.1908961837,"5","410",738.9609985400,345395,7398335
"3","5077",0.7055003167,0.3563287836,"44","409",759.8530273400,348075,7396945
"3","3741",0.7047573203,0.1347185397,"32","408",752.7559814500,347405,7397845
"3","6077",0.7032552310,2.5850590001,"50","407",765.0520019500,348285,7396535
"3","301",0.7265552188,1.1035602257,"3","422",742.7260131800,345245,7398425
"3","1813",0.7241757318,1.8832226103,"18","421",745.6339721700,346515,7398045
"3","526",0.7226952099,1.1284122760,"5","420",743.7020263700,345395,7398345
"3","6082",0.7214376620,0.6254309260,"50","419",766.0449829100,348285,7396545
"3","5078",0.7213603216,0.0155056419,"44","418",761.4010009800,348075,7396955
"3","4756",0.7210977501,0.1014302382,"42","417",760.8599853500,347945,7397215
"3","2324",0.7195747652,0.9785844008,"21","416",746.7819824200,346715,7398075
"3","5989",0.7167715503,0.6776595864,"49","415",761.6729736300,348235,7396655
"3","4468",0.8467189701,1.9063299775,"39","494",758.7789917000,347805,7397445
"3","5098",0.8465447469,0.0245684791,"44","493",762.8040161100,348045,7396995
"3","6139",0.8442074485,2.8169044213,"51","492",765.2009887700,348395,7396305
"3","4262",0.8437968286,0.7521059121,"37","491",756.8859863300,347585,7397655
"3","1203",0.8428066694,0.9249684582,"12","490",747.2620239300,346035,7398085
"3","1395",0.8408759762,0.0069873909,"14","489",745.1500244100,346255,7398055
"3","2774",0.8407945150,0.1352412175,"25","488",748.4030151400,346975,7398075
"3","4769",0.8396923718,1.8112426021,"42","487",755.9270019500,347925,7397235
"3","1823",0.8659870634,1.2987570597,"18","502",744.7160034200,346485,7398045
"3","277",0.8631374755,0.7407931114,"2","501",741.7230224600,345035,7398545
"3","5101",0.8620024957,0.2121722838,"44","500",759.2080078100,348045,7397005
"3","2333",0.8610803311,1.2263650335,"21","499",750.2830200200,346665,7398075
"3","3149",0.8542496233,0.0230090690,"29","498",753.0780029300,347235,7397995
"3","3750",0.8540347613,0.6925716574,"32","497",751.8330078100,347385,7397885
"3","543",0.8525939806,0.5275863674,"5","496",739.2630004900,345345,7398365
"3","6094",0.8487815467,1.3501571161,"50","495",762.4559936500,348265,7396585
"3","1205",0.8811604539,0.4364220954,"12","510",747.3619995100,346025,7398085
"3","5100",0.8774036083,0.1886116058,"44","509",761.4450073200,348045,7397015
"3","4470",0.8770470373,1.0147504843,"39","508",758.0269775400,347795,7397445
"3","6101",0.8726426133,0.6103536833,"50","507",765.2319946300,348265,7396595
"3","545",0.8707765882,0.2083667093,"5","506",743.3740234400,345345,7398375
"3","781",0.8678891106,1.2159011908,"8","505",745.6259765600,345715,7398175
"3","4773",0.8672297894,2.3260817131,"42","504",756.2139892600,347925,7397245
"3","4261",0.8662522276,0.0088260245,"37","503",756.8540039100,347585,7397665
"3","2336",0.8931363851,0.6601005493,"21","518",746.6810302700,346665,7398065
"3","4267",0.8923944633,0.2226909231,"37","517",754.6680297900,347575,7397665
"3","2780",0.8903053882,1.1468291242,"25","516",747.2420043900,346965,7398075
"3","1398",0.8902554990,0.0196150972,"14","515",744.4860229500,346245,7398055
"3","547",0.8883437826,0.5498999442,"5","514",738.3759765600,345335,7398375
"3","282",0.8871947901,1.1611654730,"2","513",738.8670043900,345025,7398545
"3","1139",0.8824270279,0.9242869248,"11","512",742.2379760700,345885,7398115
"3","3755",0.8823355493,1.7212127505,"32","511",749.9080200200,347385,7397895
"3","4256",0.7935021381,1.1185900258,"37","462",756.8909912100,347605,7397655
"3","1390",0.7914964534,0.0336897556,"14","461",744.1849975600,346265,7398055
"3","4461",0.7900217214,0.1043527055,"39","460",758.1879882800,347805,7397425
"3","5090",0.7886079098,0.0023329925,"44","459",762.9379882800,348055,7396975
"3","6090",0.7855678259,0.0003427801,"50","458",765.8829956100,348275,7396565
"3","773",0.7843500427,0.5550539716,"8","457",745.7730102500,345725,7398165
"3","4765",0.7813323689,0.4884152024,"42","456",756.4799804700,347935,7397225
"3","3747",0.7788546317,0.8258766421,"32","455",749.7150268600,347395,7397865
"3","306",0.8069035319,1.3095563239,"3","470",742.5910034200,345245,7398435
"3","3147",0.8066588706,0.0871000265,"29","469",753.1939697300,347235,7397985
"3","6092",0.8057323179,0.3048584874,"50","468",765.6259765600,348265,7396565
"3","2330",0.8041217037,1.8173624793,"21","467",748.2999877900,346685,7398075
"3","3749",0.8040308690,0.9390251141,"32","466",750.7819824200,347395,7397875
"3","276",0.7988720012,0.1678835812,"2","465",738.2249755900,345045,7398535
"3","2772",0.7965899728,0.3963019434,"25","464",749.6099853500,346985,7398075
"3","534",0.7957246239,0.4852860505,"5","463",738.8049926800,345365,7398355
"3","4466",0.8192835071,0.9408975704,"39","478",757.2719726600,347805,7397435
"3","1820",0.8185978788,1.1165261257,"18","477",744.7100219700,346495,7398045
"3","4260",0.8177602843,1.1015017261,"37","476",756.4829711900,347595,7397655
"3","539",0.8143607275,0.0462485823,"5","475",741.5159912100,345355,7398355
"3","4767",0.8116562981,0.2968300211,"42","474",760.4359741200,347935,7397235
"3","1133",0.8116489134,1.0565289669,"11","473",742.1550293000,345895,7398115
"3","5094",0.8096945252,0.0226428715,"44","472",759.8070068400,348055,7396985
"3","1198",0.8078145409,1.0103825429,"12","471",743.6900024400,346035,7398075
"3","2332",0.8357162021,1.0034599931,"21","486",748.6989746100,346675,7398075
"3","541",0.8350488186,0.6721651021,"5","485",742.4530029300,345355,7398365
"3","278",0.8313218943,0.2147308934,"2","484",737.1749877900,345035,7398535
"3","6093",0.8298004723,2.0373693116,"50","483",762.7910156200,348265,7396575
"3","3748",0.8288357763,0.7655624132,"32","482",753.7139892600,347395,7397885
"3","5093",0.8257933787,0.0574052173,"44","481",762.1710205100,348055,7396995
"3","779",0.8238618703,0.2179264154,"8","480",745.6209716800,345725,7398175
"3","2947",0.8224992474,1.0143417023,"27","479",752.7570190400,347115,7398025
"3","6054",0.5224165359,0.7070924844,"50","302",763.1409912100,348305,7396465
"3","256",0.5205326776,0.3394073401,"2","301",737.8530273400,345105,7398495
"3","2310",0.5187356649,2.0044817797,"21","300",746.4160156200,346775,7398085
"3","5046",0.5169181533,0.7270317067,"44","299",762.2420043900,348115,7396875
"3","4740",0.5168723503,0.3257221886,"42","298",761.4749755900,347965,7397175
"3","4229",0.5140696923,0.1931340121,"37","297",757.3460083000,347665,7397585
"3","502",0.5118421374,0.3395837825,"5","296",743.6710205100,345465,7398295
"3","3725",0.5048686211,0.6759883340,"32","295",754.7890014600,347435,7397795
"3","4443",0.5362021864,0.3345111954,"39","310",755.1309814500,347845,7397375
"3","1187",0.5355609839,0.6825900293,"12","309",743.1849975600,346085,7398055
"3","762",0.5350787544,0.3758343869,"8","308",742.9730224600,345775,7398155
"3","507",0.5295191413,0.2750486385,"5","307",739.3270263700,345455,7398295
"3","2939",0.5291753020,1.0960778352,"27","306",752.7600097700,347145,7398015
"3","3126",0.5274682949,0.0825781631,"29","305",752.1389770500,347295,7397975
"3","1803",0.5271979518,0.2612113527,"18","304",749.3870239300,346555,7398045
"3","3724",0.5248936186,2.2844103907,"32","303",750.9810180700,347425,7397795
"3","2309",0.5476729559,1.5271031914,"21","318",746.5130004900,346765,7398085
"3","258",0.5456961718,1.6679153125,"2","317",741.6409912100,345105,7398505
"3","1376",0.5445965476,0.5966319323,"14","316",745.1160278300,346315,7398055
"3","6059",0.5416579348,2.7367033632,"50","315",763.1049804700,348305,7396475
"3","300",0.5386849303,0.2884290830,"3","314",738.3280029300,345255,7398415
"3","5052",0.5373298268,0.9273511601,"44","313",762.8660278300,348105,7396875
"3","2758",0.5368051577,0.4022034859,"25","312",749.4060058600,347015,7398055
"3","4228",0.5362581162,0.2350713434,"37","311",752.6890258800,347665,7397595
"3","3131",0.5639616543,0.8435954510,"29","326",749.3400268600,347285,7397975
"3","4230",0.5578934190,1.2226964474,"37","325",756.8209838900,347655,7397595
"3","1126",0.5555370455,0.2515620842,"11","324",743.1760253900,345925,7398105
"3","4742",0.5521663392,1.3249356929,"42","323",761.2680053700,347955,7397175
"3","5053",0.5520810698,0.8452921215,"44","322",760.5070190400,348105,7396885
"3","509",0.5499048411,0.4041257583,"5","321",744.1240234400,345455,7398305
"3","726",0.5498126065,0.0464898037,"7","320",743.9140014600,345665,7398185
"3","3726",0.5496671997,0.6863696555,"32","319",750.9219970700,347425,7397805
"3","4225",0.4710815093,1.2264055552,"37","270",757.6430053700,347675,7397575
"3","4438",0.4696858239,0.8429251038,"39","269",755.5789794900,347855,7397365
"3","5038",0.4641154860,0.4944236236,"44","268",762.0269775400,348125,7396855
"3","2305",0.4611555046,1.1763442332,"21","267",749.9160156200,346785,7398095
"3","499",0.4608182778,0.2130560217,"5","266",743.9689941400,345475,7398275
"3","252",0.4603750193,0.4784074009,"2","265",741.7680053700,345125,7398495
"3","1182",0.4583995814,1.6179836621,"12","264",743.5280151400,346105,7398055
"3","3718",0.4564516486,0.3156455633,"32","263",755.0709838900,347445,7397785
"3","5043",0.4848862297,0.3196831428,"44","278",763.7570190400,348125,7396865
"3","1124",0.4821865194,2.5578101433,"11","277",744.0230102500,345935,7398105
"3","3723",0.4813624873,0.1303592782,"32","276",750.4849853500,347435,7397785
"3","2347",0.4808280019,0.5699583905,"22","275",750.5780029300,346945,7398085
"3","501",0.4783452961,0.2813879771,"5","274",740.4229736300,345475,7398285
"3","5990",0.4766258599,1.0246726887,"49","273",764.8239746100,348245,7396655
"3","1798",0.4764019288,0.1309683772,"18","272",749.7830200200,346555,7398055
"3","6050",0.4715729047,0.5191669647,"50","271",766.7059936500,348315,7396455
"3","4227",0.4924084242,1.9824376794,"37","286",753.0910034200,347675,7397585
"3","1772",0.4907128012,0.7786437405,"17","285",744.3800048800,346435,7398045
"3","2757",0.4892065177,0.5232663405,"25","284",747.8489990200,347025,7398055
"3","3124",0.4886387627,0.3939418000,"29","283",753.1690063500,347295,7397965
"3","254",0.4874923899,0.2056568724,"2","282",738.6430053700,345115,7398495
"3","2308",0.4874480679,0.8764722025,"21","281",748.0969848600,346785,7398085
"3","4741",0.4864385402,0.9197885907,"42","280",756.9520263700,347965,7397165
"3","6126",0.4856168641,0.1103818488,"51","279",767.9790039100,348415,7396285
"3","4437",0.5033019739,0.5582782420,"39","294",759.2440185500,347855,7397375
"3","3989",0.5029891543,1.4203580695,"35","293",751.9229736300,347545,7397695
"3","5045",0.5019260187,1.1704020219,"44","292",760.3969726600,348115,7396865
"3","6053",0.5010875834,0.0088435457,"50","291",765.7379760700,348305,7396455
"3","1184",0.4962645365,1.0903310015,"12","290",743.1799926800,346095,7398055
"3","1373",0.4952200374,0.7114115009,"14","289",744.0679931600,346325,7398055
"3","757",0.4946562369,2.0820431709,"8","288",741.7219848600,345785,7398155
"3","500",0.4946344349,1.6215775687,"5","287",744.2470092800,345475,7398295
"3","3732",0.6292621328,0.1305125888,"32","366",752.5460205100,347415,7397825
"3","261",0.6289420984,0.6801292581,"2","365",741.6370239300,345085,7398515
"3","517",0.6232083395,0.0715795911,"5","364",739.2670288100,345425,7398315
"3","1125",0.6219068887,0.4152024222,"11","363",745.2659912100,345925,7398115
"3","1804",0.6218394710,0.3272116174,"18","362",749.3980102500,346535,7398045
"3","4748",0.6214167497,0.1957593713,"42","361",761.3439941400,347955,7397195
"3","4450",0.6213015744,1.8291689221,"39","360",755.4530029300,347835,7397395
"3","766",0.6184891503,1.0109170120,"8","359",742.3300170900,345765,7398165
"3","1382",0.6433494199,0.3670828097,"14","374",747.2440185500,346295,7398055
"3","4238",0.6432003198,0.5268937552,"37","373",753.7810058600,347635,7397615
"3","6069",0.6424461718,0.5470494433,"50","372",766.1350097700,348295,7396515
"3","516",0.6409842005,0.2283750368,"5","371",741.8229980500,345415,7398315
"3","2766",0.6401533373,0.3880683014,"25","370",750.8339843800,347005,7398065
"3","302",0.6362597021,1.2132241969,"3","369",742.8300170900,345255,7398425
"3","5067",0.6325018720,0.3380242664,"44","368",760.7719726600,348085,7396915
"3","2317",0.6311424691,1.0344014669,"21","367",749.7429809600,346735,7398085
"3","768",0.6596357438,0.4457111245,"8","382",742.1550293000,345755,7398165
"3","1190",0.6583267669,0.0189953377,"12","381",747.4589843800,346065,7398065
"3","518",0.6581638210,1.8111675044,"5","380",739.4520263700,345415,7398325
"3","4750",0.6566399006,0.2741391581,"42","379",759.4229736300,347945,7397195
"3","3734",0.6543474644,0.2578136897,"32","378",754.3679809600,347405,7397825
"3","4453",0.6517073876,0.2318211139,"39","377",759.0590210000,347825,7397395
"3","5069",0.6513422502,0.5541395434,"44","376",760.7000122100,348085,7396925
"3","3132",0.6478532562,0.6432115090,"29","375",752.7680053700,347275,7397985
"3","1806",0.6773180265,3.3876483850,"18","390",747.0009765600,346525,7398045
"3","523",0.6734725575,0.8714537705,"5","389",739.1339721700,345405,7398325
"3","2943",0.6734471863,0.6982346648,"27","388",752.9559936500,347135,7398025
"3","4244",0.6682942336,0.6825438522,"37","387",757.0310058600,347635,7397625
"3","5070",0.6668113732,0.5130923031,"44","386",761.6599731400,348085,7396935
"3","2318",0.6630467220,0.0506299191,"21","385",749.3610229500,346735,7398075
"3","6074",0.6630347485,3.8230266942,"50","384",764.1610107400,348285,7396515
"3","266",0.6622744760,0.1917603331,"2","383",737.5839843800,345075,7398515
"3","1805",0.5745903666,0.4030410570,"18","334",749.4130249000,346545,7398045
"3","764",0.5737501879,0.5465939952,"8","333",745.2210083000,345775,7398165
"3","260",0.5726789332,1.4132491643,"2","332",738.1500244100,345095,7398505
"3","6132",0.5715426949,0.8058610091,"51","331",764.7080078100,348405,7396285
"3","511",0.5695144212,0.1018432544,"5","330",739.2949829100,345445,7398305
"3","5054",0.5680154015,0.1083092499,"44","329",761.2260131800,348105,7396895
"3","6061",0.5669307415,0.1478275313,"50","328",766.4639892600,348305,7396485
"3","4445",0.5650677711,0.2476030505,"39","327",758.8779907200,347845,7397385
"3","513",0.5886821156,1.0274125371,"5","342",739.2169799800,345435,7398305
"3","5060",0.5853646771,0.3167966628,"44","341",762.2849731400,348095,7396895
"3","4749",0.5845893789,1.7086329562,"42","340",761.1250000000,347955,7397185
"3","4235",0.5827808121,0.7735367046,"37","339",753.6589965800,347655,7397605
"3","6060",0.5799711120,3.9416142254,"50","338",765.1430053700,348295,7396485
"3","3731",0.5762827304,0.1476800390,"32","337",754.5289917000,347425,7397815
"3","1189",0.5761360870,1.5170088038,"12","336",743.4559936500,346075,7398055
"3","2314",0.5753057745,0.5294275237,"21","335",747.6950073200,346755,7398085
"3","4237",0.6014969475,3.4945750533,"37","350",756.5079956100,347645,7397605
"3","3733",0.6014578986,0.2930677119,"32","349",750.5219726600,347415,7397815
"3","262",0.6007841951,0.3946891717,"2","348",739.7360229500,345085,7398505
"3","5061",0.6001953874,0.6681839518,"44","347",760.6220092800,348095,7396905
"3","6062",0.5992817314,1.0477354960,"50","346",762.6430053700,348295,7396495
"3","4447",0.5940227230,0.7908585264,"39","345",757.7689819300,347835,7397385
"3","1379",0.5939729340,0.4818827239,"14","344",747.4229736300,346305,7398055
"3","2764",0.5911151684,0.0968174668,"25","343",751.7919921900,347015,7398065
"3","4236",0.6184179833,0.5296444147,"37","358",756.7000122100,347645,7397615
"3","6070",0.6183396482,2.1278329829,"50","357",763.7100219700,348295,7396505
"3","5062",0.6161492061,0.1732664006,"44","356",762.5560302700,348095,7396915
"3","1188",0.6131051900,1.8840088127,"12","355",746.0809936500,346065,7398055
"3","3133",0.6111459403,0.6432115090,"29","354",752.1690063500,347275,7397975
"3","2316",0.6060393410,1.2458698431,"21","353",747.0089721700,346745,7398085
"3","515",0.6057127694,0.8050211712,"5","352",742.1669921900,345435,7398315
"3","2941",0.6036246615,1.4813174314,"27","351",752.8079834000,347135,7398015
"3","1165",0.3042279951,2.9675550850,"12","174",745.1099853500,346145,7398055
"3","750",0.3027445825,0.9576652728,"8","173",745.7719726600,345825,7398145
"3","4726",0.3001685635,0.2929454881,"42","172",758.5440063500,347985,7397125
"3","481",0.2990663125,0.1427621842,"5","171",740.6459960900,345525,7398235
"3","5013",0.2976997349,0.7351154570,"44","170",764.7919921900,348175,7396795
"3","2933",0.2976404685,0.9843201466,"27","169",752.0739746100,347165,7398005
"3","4206",0.2914883829,0.0370363574,"37","168",757.5780029300,347725,7397545
"3","2749",0.2912474573,0.1433601356,"25","167",748.0440063500,347055,7398045
"3","4211",0.3160884764,0.6418395829,"37","182",753.4310302700,347715,7397545
"3","3118",0.3157139124,0.5371155667,"29","181",753.0380249000,347325,7397955
"3","5019",0.3154939889,0.5644292774,"44","180",763.1049804700,348165,7396795
"3","4422",0.3068631473,0.7000211569,"39","179",754.9359741200,347875,7397335
"3","242",0.3068539848,1.0405926810,"2","178",741.9569702100,345155,7398475
"3","1118",0.3059000472,1.3974739821,"11","177",746.9829711900,345965,7398105
"3","1795",0.3051739132,1.8267356395,"18","176",745.7069702100,346585,7398055
"3","3709",0.3048301410,0.1598577098,"32","175",755.1729736300,347475,7397755
"3","293",0.3346171391,1.6429626551,"3","190",742.8189697300,345275,7398415
"3","3711",0.3308365191,0.1998727356,"32","189",750.9569702100,347465,7397755
"3","5021",0.3302053762,0.4830043178,"44","188",764.7119751000,348165,7396805
"3","4725",0.3291162091,1.0177120288,"42","187",761.4920043900,347985,7397135
"3","6124",0.3199511121,0.1786047705,"51","186",768.1939697300,348425,7396275
"3","2293",0.3181042326,0.5099661771,"21","185",747.5150146500,346835,7398095
"3","483",0.3168854517,0.8829841483,"5","184",742.2700195300,345515,7398235
"3","6029",0.3166024462,0.8584880303,"50","183",767.0739746100,348335,7396405
"3","4213",0.3410119164,0.1875419422,"37","198",756.2639770500,347715,7397555
"3","6030",0.3407724792,0.0876047548,"50","197",766.7709960900,348325,7396405
"3","724",0.3406060791,0.7716897241,"7","196",741.7379760700,345665,7398175
"3","1365",0.3404770582,1.3304450600,"14","195",746.0100097700,346345,7398045
"3","4428",0.3390426093,0.6438958061,"39","194",759.4390258800,347865,7397335
"3","749",0.3387420409,0.3793525169,"8","193",742.2399902300,345815,7398145
"3","244",0.3370615657,1.0799330543,"2","192",738.5819702100,345145,7398475
"3","485",0.3357704206,0.6591520228,"5","191",744.0250244100,345515,7398245
"3","294",0.2462756750,0.4744602500,"3","142",738.5809936500,345275,7398405
"3","5988",0.2423728394,1.4248891977,"49","141",764.3499755900,348245,7396645
"3","1357",0.2419516500,0.0456345900,"14","140",744.9420166000,346365,7398045
"3","2742",0.2418668820,0.1643560818,"25","139",748.3430175800,347065,7398045
"3","4718",0.2396238934,0.2634012863,"42","138",762.1069946300,347995,7397115
"3","4420",0.2396157297,0.3060934839,"39","137",758.8020019500,347885,7397325
"3","6022",0.2374080291,0.4432866593,"50","136",767.2689819300,348345,7396385
"3","3109",0.2365870689,0.8333335961,"29","135",752.9979858400,347335,7397945
"3","748",0.2637317631,0.2129160124,"8","150",742.6580200200,345825,7398135
"3","2292",0.2616830648,0.5111271312,"21","149",749.7290039100,346855,7398095
"3","3702",0.2538541509,0.0571039675,"32","148",753.2860107400,347485,7397745
"3","1116",0.2509828626,1.1430493747,"11","147",743.0180053700,345965,7398095
"3","238",0.2493177253,0.3761754762,"2","146",739.9739990200,345165,7398465
"3","475",0.2473583235,1.3458958608,"5","145",745.4840087900,345535,7398215
"3","4205",0.2464305825,0.6719189985,"37","144",758.2399902300,347725,7397525
"3","5005",0.2462774746,2.0270114545,"44","143",761.0809936500,348185,7396775
"3","4421",0.2747597639,0.5766596385,"39","158",758.6950073200,347875,7397325
"3","4204",0.2688436620,0.2908635791,"37","157",753.3040161100,347725,7397535
"3","6021",0.2685453684,0.1570746126,"50","156",767.0139770500,348335,7396385
"3","4723",0.2681605094,0.6378622837,"42","155",758.9530029300,347985,7397115
"3","477",0.2662422278,0.3354072662,"5","154",741.0520019500,345535,7398225
"3","1765",0.2660292769,1.2536248327,"17","153",744.4279785200,346445,7398045
"3","1166",0.2658284495,2.9893736168,"12","152",743.8099975600,346155,7398055
"3","5011",0.2649387676,0.2245351173,"44","151",764.9409790000,348185,7396785
"3","1358",0.2912143472,0.6423868197,"14","166",747.1519775400,346355,7398045
"3","2294",0.2898748298,0.2877988041,"21","165",747.6250000000,346845,7398095
"3","6028",0.2897639680,1.1208398539,"50","164",763.6619873000,348335,7396395
"3","479",0.2819076816,1.1071131259,"5","163",743.2410278300,345525,7398225
"3","5014",0.2811863782,0.3551975986,"44","162",764.4340210000,348175,7396785
"3","237",0.2805435978,0.4521253505,"2","161",740.1290283200,345155,7398465
"3","3707",0.2796568748,0.2976779044,"32","160",751.6389770500,347475,7397745
"3","3115",0.2787479284,0.0498619020,"29","159",752.8280029300,347335,7397955
"3","1796",0.4169441884,2.7004568151,"18","238",745.3649902300,346565,7398055
"3","493",0.4068408766,1.3773065167,"5","237",743.9429931600,345495,7398265
"3","4219",0.4060627678,0.1434288103,"37","236",753.0449829100,347695,7397565
"3","3717",0.4055861243,1.0129068866,"32","235",755.3430175800,347455,7397775
"3","2302",0.4054859577,1.4456281730,"21","234",746.8189697300,346805,7398095
"3","5030",0.4042471260,0.4088881177,"44","233",764.2449951200,348145,7396835
"3","3123",0.4041893949,0.4148755737,"29","232",752.8480224600,347315,7397965
"3","6037",0.4033268599,1.1053657423,"50","231",766.8049926800,348315,7396425
"3","4221",0.4285708624,0.1484176240,"37","246",757.3140258800,347695,7397575
"3","298",0.4280795684,0.5234221763,"3","245",738.9869995100,345265,7398415
"3","1122",0.4238877361,0.5239344319,"11","244",746.7730102500,345945,7398105
"3","492",0.4237785579,0.7321747864,"5","243",744.4279785200,345495,7398275
"3","4736",0.4226092896,0.1698003792,"42","242",761.2819824200,347975,7397155
"3","5035",0.4209190111,0.5069237227,"44","241",760.7559814500,348135,7396835
"3","1174",0.4200899410,2.3028668367,"12","240",744.1929931600,346115,7398055
"3","756",0.4175699253,0.7013361597,"8","239",745.6500244100,345805,7398155
"3","4435",0.4418111512,0.0949549967,"39","254",757.2399902300,347855,7397355
"3","2756",0.4415749468,0.0755985078,"25","253",750.8140258800,347035,7398055
"3","494",0.4410682881,0.9787471111,"5","252",744.2420043900,345485,7398275
"3","2304",0.4363439853,0.9927622257,"21","251",750.0780029300,346795,7398095
"3","5037",0.4358120713,0.2788286149,"44","250",764.1149902300,348135,7396845
"3","250",0.4321475206,0.2230655799,"2","249",737.7949829100,345125,7398485
"3","3716",0.4301239995,0.5432609552,"32","248",751.7949829100,347445,7397775
"3","6044",0.4285727290,1.9683515027,"50","247",763.8560180700,348315,7396435
"3","758",0.4555285158,0.7804453397,"8","262",742.6409912100,345795,7398155
"3","4739",0.4538387834,0.9762691614,"42","261",758.1970214800,347965,7397155
"3","2934",0.4508640816,0.5662141233,"27","260",751.5759887700,347155,7398015
"3","4223",0.4508069513,0.2946894869,"37","259",752.9639892600,347685,7397575
"3","5036",0.4494785382,0.8518773982,"44","258",763.8400268600,348135,7396855
"3","6048",0.4476235439,1.3173219681,"50","257",763.4719848600,348315,7396445
"3","1366",0.4458436739,0.8261814035,"14","256",746.9290161100,346335,7398055
"3","3125",0.4434823295,1.8734715938,"29","255",749.9099731400,347305,7397965
"3","5026",0.3578674385,3.2792592678,"44","206",763.9370117200,348155,7396815
"3","4731",0.3575802394,1.1568278056,"42","205",758.8020019500,347975,7397135
"3","3713",0.3558753819,0.8773435807,"32","204",755.4730224600,347465,7397765
"3","484",0.3518756343,1.1970073964,"5","203",743.8179931600,345505,7398245
"3","2298",0.3459640073,1.7350039828,"21","202",747.7360229500,346825,7398095
"3","5024",0.3449748207,0.5963197615,"44","201",760.6939697300,348155,7396805
"3","2750",0.3435377591,0.7853431703,"25","200",748.4790039100,347045,7398045
"3","1172",0.3426273084,2.9458087836,"12","199",745.2100219700,346135,7398055
